scan_protocol_no,scan_protocol_name,scan_series,Speed,Type,Rows,HiRes,Shuttle,Tilt,SFOV,kV,SmartmA,NoiseIndex,MinmA,MaxmA,Message,Timer,Light,CTDI,CTDI NV,DLP,DLP NV,mA, pitch
10.9, Smart Step,Series 4 Group 1 Scan Settings ,0.35, Helical,128, false, false, S0.0, Large Body,120, true,14.7,150,700,103,0,2,12.73,1000,517.34,1000,,
10.11, Test Injection,Series 1 Group 1 Scan Settings ,1, Axial,8, false, false, S0.0, Large Body,120,,,,,102,0,2,40.93,1000,20.47,1000,20,
10.16, Stress 50-59BPM,Series 2 Group 1 Scan Settings ,0.35, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,120, true,32,50,200,102,0,1,1.09,1000,13.03,1000,,
10.16, Stress 50-59BPM,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,4.85,1000,48.55,1000,265,
10.16, Stress 50-59BPM,Series 4 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,36.53,1000,365.25,1000,150,
10.18, Stress 70-89BPM,Series 2 Group 1 Scan Settings ,0.35, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,120, true,32,50,200,102,0,1,1.09,1000,13.03,1000,,
10.18, Stress 70-89BPM,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,4.85,1000,48.55,1000,265,
10.18, Stress 70-89BPM,Series 4 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,26.79,1000,267.85,1000,150,
10.2, Rest 30-39BPM,Series 1 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,12.18,1000,121.75,1000,150,
10.2, Rest 30-39BPM,Series 1 Group 2 Scan Settings ,0.28, Cardiac,224, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,14.97,1000,209.58,1000,440,
10.2, Rest 30-39BPM,Series 1 Group 3 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,6.09,1000,60.88,1000,150,
10.2, Rest 30-39BPM,Series 2 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,9.21,1000,92.1,1000,575,
10.22, Rest 50-59BPM,Series 1 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,18.26,1000,182.63,1000,150,
10.22, Rest 50-59BPM,Series 1 Group 2 Scan Settings ,0.28, Cardiac,224, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,14.97,1000,209.58,1000,440,
10.22, Rest 50-59BPM,Series 1 Group 3 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,10.96,1000,109.58,1000,150,
10.22, Rest 50-59BPM,Series 2 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,9.21,1000,92.1,1000,575,
10.24, Rest 70-89BPM,Series 1 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,13.39,1000,133.93,1000,150,
10.24, Rest 70-89BPM,Series 1 Group 2 Scan Settings ,0.28, Cardiac,224, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,27.12,1000,379.73,1000,440,
10.24, Rest 70-89BPM,Series 1 Group 3 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,8.52,1000,85.23,1000,150,
10.24, Rest 70-89BPM,Series 2 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,9.21,1000,92.1,1000,575,
10.14, Stress 30-39BPM,Series 2 Group 1 Scan Settings ,0.35, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,120, true,32,50,200,102,0,1,1.09,1000,13.03,1000,,
10.14, Stress 30-39BPM,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,4.85,1000,48.55,1000,265,
10.14, Stress 30-39BPM,Series 4 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,24.35,1000,243.5,1000,150,
10.15, Stress 40-49BPM,Series 2 Group 1 Scan Settings ,0.35, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,120, true,32,50,200,102,0,1,1.09,1000,13.03,1000,,
10.15, Stress 40-49BPM,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,4.85,1000,48.55,1000,265,
10.15, Stress 40-49BPM,Series 4 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,30.44,1000,304.38,1000,150,
10.17, Stress 60-69BPM,Series 2 Group 1 Scan Settings ,0.35, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,120, true,32,50,200,102,0,1,1.09,1000,13.03,1000,,
10.17, Stress 60-69BPM,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,4.85,1000,48.55,1000,265,
10.17, Stress 60-69BPM,Series 4 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,20.7,1000,206.98,1000,150,
10.19, Stress 90-140BPM,Series 2 Group 1 Scan Settings ,0.35, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,120, true,32,50,200,102,0,1,1.09,1000,13.03,1000,,
10.19, Stress 90-140BPM,Series 3 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,4.85,1000,48.55,1000,265,
10.19, Stress 90-140BPM,Series 4 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,28,1000,280.03,1000,150,
10.21, Rest 40-49BPM,Series 1 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,14.61,1000,146.1,1000,150,
10.21, Rest 40-49BPM,Series 1 Group 2 Scan Settings ,0.28, Cardiac,224, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,14.97,1000,209.58,1000,440,
10.21, Rest 40-49BPM,Series 1 Group 3 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,9.74,1000,97.4,1000,150,
10.21, Rest 40-49BPM,Series 2 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,9.21,1000,92.1,1000,575,
10.23, Rest 60-69BPM,Series 1 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,10.96,1000,109.58,1000,150,
10.23, Rest 60-69BPM,Series 1 Group 2 Scan Settings ,0.28, Cardiac,224, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,27.12,1000,379.73,1000,440,
10.23, Rest 60-69BPM,Series 1 Group 3 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,7.31,1000,73.05,1000,150,
10.23, Rest 60-69BPM,Series 2 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,9.21,1000,92.1,1000,575,
10.25, Rest 90-140BPM,Series 1 Group 1 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,13.39,1000,133.93,1000,150,
10.25, Rest 90-140BPM,Series 1 Group 2 Scan Settings ,0.28, Cardiac,224, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,20.85,1000,291.84,1000,440,
10.25, Rest 90-140BPM,Series 1 Group 3 Scan Settings ,0.28, Cardiac,160, false, false, S0.0, Cardiac Small,100,,,,,102,0,0,12.18,1000,121.75,1000,150,
10.25, Rest 90-140BPM,Series 2 Group 1 Scan Settings ,0.28, Cardiac, SmartCollimation, false, false, S0.0, Cardiac Small,80,,,,,102,0,1,9.21,1000,92.1,1000,575,
11.5, Child Head 6-10y Routine,Series 2 Group 1 Scan Settings ,0.7, Axial, SmartCollimation, false, false, S0.0, Small Head,100, false,3.2,100,680,101,0,0,40.66,1000,569.3,1000,,
11.5, Child Head 6-10y Routine,Series 3 Group 1 Scan Settings ,0.7, Axial, SmartCollimation, false, false, S0.0, Small Head,100, false,3.2,100,680,101,0,0,34.48,1000,551.74,1000,,
11.3, Child Head 0y Routine,Series 2 Group 1 Scan Settings ,0.6, Axial, SmartCollimation, false, false, S0.0, Small Head,100, false,3.2,100,680,101,0,0,32.92,1000,460.86,1000,,
11.3, Child Head 0y Routine,Series 3 Group 1 Scan Settings ,0.6, Axial, SmartCollimation, false, false, S0.0, Small Head,100, false,3.2,100,680,101,0,0,34.6,1000,553.66,1000,,
11.4, Child Head 1-5y Routine,Series 2 Group 1 Scan Settings ,0.8, Axial, SmartCollimation, false, false, S0.0, Small Head,100, false,3.2,100,720,101,0,0,46.47,1000,650.63,1000,,
11.4, Child Head 1-5y Routine,Series 3 Group 1 Scan Settings ,0.8, Axial, SmartCollimation, false, false, S0.0, Small Head,100, false,3.2,100,720,101,0,0,34.6,1000,553.66,1000,,
11.2, Child Brain non-Helical Routine ODM+,Series 2 Group 1 Scan Settings ,1, Axial,256, false, false, S0.0, Adult Head,100, false,4,200,400,101,0,0,36.88,1000,590.06,1000,,
11.1, Child Brain-Head Routine ODM+,Series 2 Group 1 Scan Settings ,0.8, Helical,64, false, false, S0.0, Small Head,100, false,4,150,400,102,0,0,47.99,1000,1395.14,1000,,
12.1, Child Orbit Sinus Helical Routine ODM+,Series 2 Group 1 Scan Settings ,0.6, Helical,64, false, false, S0.0, Small Head,100, false,10,100,330,101,0,0,8.12,1000,137.38,1000,,
12.1, Child Orbit Sinus Helical Routine ODM+,Series 3 Group 1 Scan Settings ,0.6, Helical,64, false, false, S0.0, Adult Head,100, true,6.1,100,330,101,0,0,9.2,1000,166.24,1000,,
13.1, Neck Volume,Series 2 Group 1 Scan Settings ,0.5, Axial, SmartCollimation, false, false, S0.0, Small Body,100, true,10,100,500,101,0,0,7.39,1000,103.39,1000,,
13.2, Child C-Spine Helical MAR Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Small Body,100, true,12,150,700,102,0,2,8.69,1000,279.26,1000,,
14.1, Child Shoulder Helical MAR,Series 2 Group 1 Scan Settings ,0.6, Helical,128, true, false, S0.0, Small Body,100, true,7.8,150,570,102,0,2,8.26,1000,237.14,1000,,
14.2, Child Arm on Abd Helical MAR,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Small Body,100, true,7.8,200,700,102,0,2,8.46,1000,237.87,1000,,
14.4, Hand Tendon 140keV Helical,Series 2 Group 1 Scan Settings ,1, Helical,64, true, false, S0.0, Small Body,140, true,3,200,405,102,0,0,16.46,1000,560.53,1000,,
14.3, Child Arm over Head Helical MAR,Series 2 Group 1 Scan Settings ,0.6, Helical,64, true, false, S0.0, Small Body,100, true,7.8,100,450,102,0,0,8.66,1000,225.66,1000,,
 15.1.5, Child Arm 0y 1Volume Routine ,Series 2 Group 1 Scan Settings ,0.35, Axial, SmartCollimation, false, false, S0.0, Small Body,80, false,16.8,50,600,102,0,0,4.08,1000,65.31,1000,,
 15.1.5, Child Arm 0y 1Volume Routine ,Series 3 Group 1 Scan Settings ,0.35, Axial, SmartCollimation, false, false, S0.0, Small Body,80, true,16.8,50,600,102,0,0,4.08,1000,65.31,1000,,
 15.1.6, Child Arm1-5y Helical Routine,Series 2 Group 1 Scan Settings ,0.35, Helical,128, false, false, S0.0, Small Body,100, false,16.8,50,700,102,0,0,6.77,1000,156.61,1000,,
 15.1.6, Child Arm1-5y Helical Routine,Series 3 Group 1 Scan Settings ,0.35, Helical,128, false, false, S0.0, Small Body,100, true,16.8,50,700,102,0,0,6.77,1000,153.23,1000,,
 15.1.4, Child Chest 0y 1Volume Routine,Series 2 Group 1 Scan Settings ,0.35, Axial, SmartCollimation, false, false, S0.0, Small Body,80, false,16.8,50,600,102,0,0,4.08,1000,65.31,1000,,
 15.1.4, Child Chest 0y 1Volume Routine,Series 3 Group 1 Scan Settings ,0.35, Axial, SmartCollimation, false, false, S0.0, Small Body,80, true,16.8,50,600,102,0,0,4.08,1000,65.31,1000,,
 15.1.1, Child Chest 1-5y Helical Routine,Series 2 Group 1 Scan Settings ,0.35, Helical,128, false, false, S0.0, Small Body,100, false,16.8,50,700,102,0,0,6.77,1000,156.61,1000,,
 15.1.1, Child Chest 1-5y Helical Routine,Series 3 Group 1 Scan Settings ,0.35, Helical,128, false, false, S0.0, Small Body,100, true,16.8,50,700,102,0,0,6.77,1000,153.23,1000,,
 15.1.2, Child Chest 6-10y Helical Routine,Series 2 Group 1 Scan Settings ,0.28, Helical,128, false, false, S0.0, Small Body,100, false,16.8,50,720,102,0,2,5.11,1000,125.59,1000,,
 15.1.2, Child Chest 6-10y Helical Routine,Series 3 Group 1 Scan Settings ,0.28, Helical,128, false, false, S0.0, Small Body,100, true,16.8,50,720,102,0,2,5.11,1000,123.04,1000,,
 15.1.3, Child Arm 6-10y Helical Routine,Series 2 Group 1 Scan Settings ,0.28, Helical,128, false, false, S0.0, Small Body,100, false,16.8,50,720,102,0,2,5.11,1000,125.59,1000,,
 15.1.3, Child Arm 6-10y Helical Routine,Series 3 Group 1 Scan Settings ,0.28, Helical,128, false, false, S0.0, Small Body,100, true,16.8,50,720,102,0,2,5.11,1000,123.04,1000,,
15.1, Child Chest Routine,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Small Body,100, false,14.7,100,700,102,0,2,8.83,1000,517.85,1000,,
15.1, Child Chest Routine,Series 3 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Small Body,100, false,14.7,100,700,102,0,2,8.83,1000,341.22,1000,,
 16.1.1, Child Abd 0y 1Volume Routine,Series 2 Group 1 Scan Settings ,0.5, Axial, SmartCollimation, false, false, S0.0, Small Body,80, false,16.8,50,560,102,0,0,4.07,1000,65.19,1000,,
 16.1.1, Child Abd 0y 1Volume Routine,Series 3 Group 1 Scan Settings ,0.5, Axial, SmartCollimation, false, false, S0.0, Small Body,80, true,16.8,50,560,102,0,0,4.07,1000,65.19,1000,,
 16.1.2, Child Abd 1-5y Helical Routine,Series 2 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Small Body,100, false,16.8,50,560,102,0,0,6.78,1000,156.77,1000,,
 16.1.2, Child Abd 1-5y Helical Routine,Series 3 Group 1 Scan Settings ,0.5, Helical,128, false, false, S0.0, Small Body,100, true,16.8,50,560,102,0,0,6.78,1000,153.39,1000,,
 16.1.3, Child Abd 6-10y Helical Routine,Series 2 Group 1 Scan Settings ,0.35, Helical,128, false, false, S0.0, Small Body,120, false,16.8,50,600,102,0,2,10.43,1000,256.22,1000,,
 16.1.3, Child Abd 6-10y Helical Routine,Series 3 Group 1 Scan Settings ,0.35, Helical,128, false, false, S0.0, Small Body,120, true,16.8,50,600,102,0,2,10.43,1000,251,1000,,
16.1, Child Abdomen-Pelvis Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Small Body,100, false,11.6,100,720,102,0,2,16.92,1000,864.87,1000,,
16.1, Child Abdomen-Pelvis Routine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Small Body,100, false,11.6,100,720,102,0,2,16.92,1000,949.46,1000,,
17.1, Child L-Spine Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Small Body,100, true,11.6,150,700,102,0,2,8.46,1000,305.55,1000,,
18.1, Child Pelvis Rotine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Small Body,100, false,11.6,150,720,102,0,2,16.99,1000,793.82,1000,,
18.1, Child Pelvis Rotine,Series 3 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Medium,100, true,11.6,150,720,102,0,2,20.04,1000,924.41,1000,,
19.1, Child Lower Extremity Heiical Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,128, false, false, S0.0, Small Body,100, true,4.1,100,570,101,0,0,8.58,1000,481.33,1000,,
19.2, Child Knee/Ankle Helical HR Routine,Series 2 Group 1 Scan Settings ,0.6, Helical,64, true, false, S0.0, Medium,100, true,4.1,100,450,101,0,0,10.25,1000,267.11,1000,,
